userid	venue_id	tips
u50489	v390	Definitely was good enough to eat, but I am not sure it warrants the lengthy wait.  The tuna melt was certainly one of the best in New York and the hot apple cider is nice. (3 of 4 petals via Fondu)
u48651	v390	Get the Wall Street Omelette... and #Occupy it.
u105848	v390	Anne's Bloody Mary is a must!!! Best I've ever had!!!
u56533	v390	Best bacon in the city.
u20537	v390	Cheese grits = amazing. Order a bloody Mary with whatever your breakfast pick is, add bacon & jalepenos
u25807	v395	Aaron is awesome. In addition to being an amazing waiter and funny, he also meows and makes monster sounds. Best. Ever.
u32880	v395	Combine hometown diner with the West Village and you get Westville.  Try any of the pies.
u149548	v395	Kind of can't go wrong w\/ anything, but the turkey burger is the best in NYC by a mile
u170	v395	Pork chop: meh. Salmon: AWWW YEAH!
u32880	v395	The pumpkin pie is awesome.  And I know my pumpkin pies.
u93379	v395	Salads are so fresh.
u47568	v395	a brunch fav. breakfast burrito with a blue moon! mac and cheese and their veggie choices are also amazing
u40407	v396	Great diner food at any hour.  Port-cheddar burger.  Nothing like it.
u51939	v396	Best for late night post-drinking food, early morning breakfast, or dinner when you're broke!
u13953	v396	Open 23 hours every day :=)
u11729	v404	Always go to the grill and order the seafood bouquet!
u45719	v404	Love this for a BIG steak when in NYC
u114319	v404	Go to the grill when flying solo and ask for Pat !
u198603	v404	Go to Whiskey Blue after. Great spot on the W on 49th & Lex
u429	v408	The Porterhouse
u90894	v408	Get the hot fudge sundae in the unlikely event you saved room for dessert.
u59283	v408	Single malts, the best steaks... I mean what else you can possibly ask for...
u212	v408	Try the New York Steak And Lobster - In the 1% tonight!  (via @Foodspotting)
u152611	v408	Filet mignon with Keith's sugggestion: spicey english mustard. I was skeptical. Its damn good
u2022	v410	Try the Choriqueso (via @Foodspotting)
u22617	v410	They have a new sun roof on top floor. Nice!
u82720	v415	Make sure you allow a lot of time between your reservation and your next activity... it's a lot more than just a restaurant, but the wait is worth it!
u98821	v415	wow! not going here again. theme is fun , decor is cool..but the service sucks!! waited for almost an hour for our food which was mediocre at best..and waaaayyyy over priced!!
u72658	v415	Visit enchanting \
u56771	v415	Left because service is horrible....don't waste your time.
u1319	v417	They got no Mexicans and no radio. I call bullshit.
u7224	v417	Black cherry frozen margarita!
u39408	v417	Best carnitas in the city hands down
u29123	v417	Jersey (I spelled that wrong) is the best! Kick-ass quesadillas, fajitas, guacamole, and salsa! Do the Short Wave Margarita!
u55222	v417	Get the chimichanga. Get it with plantains. Get into delicious vegetarian.
u159682	v419	Jane is loyal to their local customers! Amazing food...
u56276	v419	French Toast sets the bar sky high... as does their Lobster Benedict
u49805	v419	Devour the strawberry butter with no abandon!
u159682	v419	Pop singer Official Hanks old stomping ground.  http:\/\/www.iTunes.com\/officialhank
u141794	v419	Brunch on Sundays even with reservations r still crowded. Wait until 2pm or so when it's calmer
u27297	v419	The french toast is heaven. Nearly bread pudding!
u60486	v419	The Gnocchi is an orgasm for the mouth.. Make that multiple!!
u15193	v419	French toast in crème brûlée batter is fantastic!
u65107	v422	Get a Dark 'n Stormy (or two) to cap off a Good Night.
u12382	v422	Try the Dirty Gin Martini - Stirred, Not Shaken - They know how to do it right here... (via @Foodspotting)
u97744	v422	The omelettes are awesome
u713	v423	Eric Friedman has not been going here longer than me
u122027	v423	the best cheesburger isnt here but Five Guys. Really! Here potatos miss salt, and service is normal.
u9	v423	Burgers are decent, but not the best ever. A little over-rates I think!
u62734	v423	JG Melon for nightcap with burger and jukebox
u68798	v423	Best burgers on the Upper East Side. Whenever I go here, I always run into someone I know from prep school or who went to Buckley or Hewitt. Small world :)
u66541	v423	Arguably the best hamburger in Upper East Side. Some would say in the city.
u15741	v423	Awesome burgers and bar! Ask for Faisal at bar, he was a fantastic bartender.
u56184	v423	GREAT burger, get it with bacon, no lettuce or tomato. Worth the price. Cottage fries are good too.
u193062	v423	A pretty decent burger here.
u190646	v423	Best burger in NYC - no question! Have two
u8756	v423	There may be better burgers in NYC, but Melon's burger is classic and amazing.  You will not be disappointed.
u58220	v424	The Lo-Carb burrito was great ! (3 of 4 petals via Fondu)
u53930	v434	The egg on a roll here is the best in the city.
u53930	v434	They make the best egg on a roll in the city.
u67149	v442	You can make a post-theater reservation by name of show if you don't know the exact time you'll get there.
u58	v446	I know you want a lobster roll, but that's the wrong move here. At Mary's you want to go for a whole fish. Ask your server which one, they'll know what's best today.
u11372	v446	Best lobster roll in NYC. Whole bronzini is the 2nd best dish. Sundae's are amazing too.
u22056	v446	Sardine special was great. Lobster roll too. Deep fried oysters and clams were only OK. Sliders were fine, not overwhelmingly great, but not bad.
u62068	v446	Lovely brunch gazpacho!
u107530	v446	I'd vote for the fish taco's as well. The lobster roll is very good, but too mayonnaisey for my wife.  And the lobster knuckles are fun and tasty if you are skilled at removal.
u11372	v446	HarryH is right, best lobster roll in the city but the star is the whole grilled daily fish. I prefer the bronzini!
u54073	v446	MFC is a weekly staple. Grilled whole fish, fish tacos, cockles, lobster knuckles...all good!
u215619	v446	lobster roll is good, for the price my vote is for luke's in e vill.. fish is worth your time & $$
u12991	v446	The salmon is amazing!
u72	v447	French her at Cafe Lalo (what?! i'm talking about the dessert!). probably after dinner at some place in the hood like Good Enough to Eat
u13095	v447	Rosemary olive oil at the tables - fantastic
u209173	v447	Cakes here are great. And so this there food. You have to come and try it
u76559	v447	try the... well just try everything.  Enhance it with a cappuccino an a shot of grand marnier.  YUM!
u49343	v447	Delicious Lemon Meringue Tart
u36514	v448	Make reservations!
u135368	v449	Amazing amazing amazing at all hrs of the day!
u26055	v449	I want to say coming here for breakfast is a good idea, but it just really isn't
u45830	v449	Try the food.
u57576	v449	Black and blue. Period.
u43783	v449	they took my plate before i was finished :(
u29020	v449	still havent figured out what i like to order here
u24317	v452	Excellent food and all you can drink sangria for under $15.  The perfect brunch.
u53109	v452	Amazing brunch.  Delicious Latin American dishes and all you can drink Sangria.
u28196	v452	Favorite Upper West Side Drunch Spot. Cheap & the sangria keeps flowing throughout the duration of your meal. The food and portions aren't the greatest but cocktails make up for it.
u175941	v452	Try the earthy tasting Spanish Harlem sangria on a cold night. Yum!
u196154	v452	definitely worth the trip uptown.  Awesome brunch!
u4787	v452	If you know Paul then let let him order for you. He knows a little something about food. :-)
u101687	v457	Well, they have a 'C' right now.  So they have that going for them.
u211609	v461	The belly dancing was to sort and the service could have been better, but the food, the french beer and the vibe will keep us coming back for more!!
u38491	v466	Rock Shrimp and the El Topo Roll. Do itttt
u82732	v468	The Jade Noodle is brilliant.
u93642	v468	can't decide which Thai I like better cheers or lily
u30939	v470	best gnocchi and pretty much best italian all around.  ask for maggie - she'll take care of you.
u23999	v470	Try and sit down at the bar that is over the kitchen and watch the chefs cook all the food.
u16112	v470	Loved their selection of red wines
u24296	v470	Try the food with a glass of wine
u13173	v471	Go here for their vodka sauce pizza
u200567	v471	Good pizza! Just had a food baby.
u26583	v472	If you see me here during daylight, please do not tell my boss!
u24915	v472	again - does the trick.
u713	v473	get the grilled chicken and guac sandwich
u114319	v473	Don't forget it's cash only,but a great place to stop for a burger or a late weekend brunch !
u114319	v473	Stop at Chase , BofA , HSBC or First Republic love this place but always forget its cash only .
u114319	v473	The turkey burger with pesto mayo rocks !!
u145413	v474	1st Irish theatre festival awards ceremony is being held here tonight!
u82569	v476	The Village Voice voted this Best Bar for Modelizers in our Best Of New York Poll!
u943	v476	Pitch your startup to First Round Capital here.  They're right across the street.
u21920	v476	Get yourself a booth between 8:15 and 9:30 AM and try to gather pieces of discussions from Silicon Alley shrewdest investors and innovators...
u33560	v476	I think eveyone who works here is a model
u18406	v476	Phone Battery Dead? Check out the Solar Battery Docking Station for your mobile phone on Union Square West btwn 14th & 15th Streets!
u41365	v476	this place is garbage. don't waste your time\/ money.
u208163	v476	Do not come here, low quality food and service. Had to send side of bacon back 2x's, once being raw, second time looking like it was a week old. Opt for ABC Kitchen, Craftbar or Almond.
u133140	v476	Great spot for lunch in the sun, but expect a wait.
u27367	v476	Try the French Toast With Fruit - & a side of bacon!! The FT was with bananas & caramel (via @Foodspotting)
u43905	v476	What happened to the Cuban sandwich???!!! ARGH!!!!
u53708	v476	Always can use their bathrooms w\/o purchase.  I think should buy something to support this as long as they allow it or leave tip.
u195788	v476	Big a big smile you always have better service :D
u19335	v476	two words: herb fries
u27404	v476	Stop staring at your model waiter\/waitress. Get the pao de queijo (brazilian bread) appetizer.
u11023	v476	The yoghurt banana split is the best breakfast.
u12533	v476	Here for a visit? Love NYC? Want to take some of it home? NYC's photographer Yale Gurney and his online wall decor marketplace - yalegurney.com\/shop
u22056	v476	Pretty good. Service friendly, though she did say she was one of the 'good ones.' great music.
u8388	v478	Try the malted milk ball sundae
u287	v478	Vampires. Seriously, watch yourself. Trust no one.
u63524	v480	get the crispy watercress salad.  always.
u82569	v480	Winner of Best Use of Watercress in the Village Voice 2011 Best Of issue! Salad? Deep fry it, please!  We love the fried watercress salad.
u82569	v480	Winner of Best Thai in the Village Voice 2011 Best Of issue! Order the dark version of the beef tendon soup - it will be laced with blood!
u65107	v480	Order as many dishes as possible, but make sure the crispy ground catfish is one of them. Try to convince them not to go easy on you with the spiciness.
u22601	v480	Crispy watercress salad! OMG amazing !!!
u6243	v480	Best Thai restaurant in NYC.  Always start off with some Tom Kha Kai or other soup.
u257034	v480	Get the crispy Chinese watercress salad. Ready?  Ok go
u334	v482	A wonderful restaurant but only for meat eaters. If you're vegetarian or even semi-vegetarian, there's nothing for you here.
